customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,internet_service,online_security,tech_support,streaming_tv,contract,paperless_billing,payment_method,monthly_charges,total_charges,calls_per_month,data_usage_gb,support_tickets,late_payments,avg_call_duration,churn
CUST-009435,Male,1,Yes,Yes,11,No,DSL,Yes,No,No,Month-to-month,Yes,Mailed check,48.51,519.7,4,3.32,0,2,7.76,1
CUST-009436,Male,0,Yes,No,40,Yes,DSL,Yes,Yes,No,Month-to-month,No,Electronic check,18.0,683.94,5,69.91,0,1,12.69,0
CUST-009437,Male,0,Yes,No,11,Yes,DSL,No,Yes,No,Two year,No,Electronic check,33.28,387.47,1,1.48,0,0,5.54,0
CUST-009438,Male,0,No,Yes,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),69.66,101.87,4,0.0,1,1,7.57,1
CUST-009439,Female,0,Yes,No,2,Yes,No,No internet service,No internet service,No internet service,One year,No,Mailed check,33.03,37.19,3,0.0,1,0,16.06,0
CUST-009440,Female,0,No,No,17,Yes,Fiber optic,Yes,Yes,Yes,One year,No,Electronic check,52.66,840.41,6,14.5,0,0,1.43,0
CUST-009441,Female,0,No,No,11,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,Mailed check,80.34,878.39,5,15.66,0,1,3.05,1
CUST-009442,Male,0,No,No,18,Yes,DSL,No,No,No,One year,No,Mailed check,56.45,1003.47,5,10.56,0,1,9.69,0
CUST-009443,Male,0,Yes,No,22,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Electronic check,67.42,1533.4,3,11.42,0,0,11.98,0
CUST-009444,Male,0,No,No,72,Yes,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,45.05,3293.94,5,13.39,0,0,18.94,0
CUST-009445,Female,0,No,No,19,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),120.0,2217.77,6,10.9,0,1,1.0,1
CUST-009446,Male,0,No,No,58,Yes,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,43.34,2503.34,4,0.0,0,0,9.15,0
CUST-009447,Male,1,Yes,No,57,Yes,DSL,No,No,Yes,Two year,No,Mailed check,63.54,3637.8,4,1.47,2,0,9.15,0
CUST-009448,Female,0,No,No,65,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.21,5260.5,0,31.47,2,0,4.43,0
CUST-009449,Male,0,Yes,Yes,23,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,33.64,843.85,7,11.68,0,1,14.68,0
CUST-009450,Female,1,Yes,Yes,10,Yes,DSL,No,No,No,One year,No,Credit card (automatic),65.45,579.58,1,3.34,1,1,10.89,0
CUST-009451,Male,1,No,No,46,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,58.73,2667.69,6,51.45,0,2,6.68,0
CUST-009452,Male,0,No,No,11,Yes,Fiber optic,Yes,No,No,Two year,No,Bank transfer (automatic),88.16,972.63,5,17.73,0,0,5.36,0
CUST-009453,Female,0,Yes,Yes,67,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,66.14,4394.44,0,7.28,2,0,8.87,0
CUST-009454,Female,1,Yes,Yes,3,Yes,DSL,Yes,No,Yes,One year,Yes,Bank transfer (automatic),47.45,122.0,1,34.62,2,0,8.13,0
CUST-009455,Female,0,No,No,34,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,73.9,2421.45,3,18.48,0,0,6.18,1
CUST-009456,Female,0,No,No,19,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),98.74,1936.71,7,0.0,3,1,9.99,1
CUST-009457,Female,0,No,Yes,28,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,56.05,1598.81,5,16.88,0,1,3.92,1
CUST-009458,Female,0,No,No,3,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.84,99.64,3,23.81,1,2,6.26,0
CUST-009459,Male,0,No,No,72,Yes,DSL,Yes,No,No,Month-to-month,No,Mailed check,62.62,4558.37,5,4.82,1,1,2.29,0
CUST-009460,Male,0,Yes,No,37,Yes,DSL,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),76.92,2834.8,8,5.11,0,0,8.24,0
CUST-009461,Female,1,Yes,No,10,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.24,403.05,1,0.0,0,0,9.9,1
CUST-009462,Male,0,Yes,Yes,66,Yes,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,120.0,7927.06,3,150.0,0,0,2.04,0
CUST-009463,Female,0,Yes,No,18,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,105.97,1887.26,4,0.0,1,0,8.5,1
CUST-009464,Male,0,Yes,Yes,6,No,DSL,No,No,Yes,One year,Yes,Credit card (automatic),54.78,327.27,4,6.37,1,1,2.84,0
CUST-009465,Female,1,No,Yes,16,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),120.0,1869.16,8,1.21,2,0,8.11,1
CUST-009466,Male,0,Yes,No,11,Yes,DSL,No,Yes,No,Two year,No,Electronic check,18.0,179.59,3,12.73,1,1,6.92,0
CUST-009467,Male,0,No,Yes,36,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,Mailed check,91.04,3241.49,2,45.57,1,1,6.99,0
CUST-009468,Male,1,Yes,No,1,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,120.0,143.63,2,0.0,0,0,8.36,0
CUST-009469,Male,0,Yes,No,63,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,57.65,3626.23,2,0.0,0,0,8.62,0
CUST-009470,Male,0,No,Yes,16,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Bank transfer (automatic),91.64,1462.38,4,13.69,0,0,3.35,0
CUST-009471,Female,1,Yes,Yes,3,Yes,DSL,Yes,No,No,Month-to-month,Yes,Mailed check,91.71,226.51,3,19.07,1,0,6.84,0
CUST-009472,Female,1,Yes,No,43,No,Fiber optic,Yes,No,Yes,One year,Yes,Mailed check,58.44,2547.02,5,13.26,3,1,10.09,0
CUST-009473,Female,0,Yes,Yes,72,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,81.98,5924.81,5,2.79,1,1,12.68,1
CUST-009474,Male,1,Yes,No,69,Yes,Fiber optic,Yes,No,No,One year,No,Electronic check,116.17,8074.26,6,2.96,1,1,7.48,1
CUST-009475,Female,0,No,No,5,Yes,DSL,No,No,Yes,Month-to-month,No,Credit card (automatic),39.31,213.65,7,5.2,0,0,7.77,0
CUST-009476,Male,0,Yes,No,7,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),80.59,560.13,7,5.31,1,1,8.09,0
CUST-009477,Male,1,Yes,No,72,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,94.09,6805.36,2,17.0,1,0,6.96,0
CUST-009478,Male,1,Yes,No,6,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Mailed check,44.92,233.8,3,20.3,1,1,5.83,0
CUST-009479,Female,0,Yes,Yes,10,Yes,Fiber optic,No,No,No,One year,Yes,Electronic check,68.88,667.27,6,2.04,1,0,15.06,1
CUST-009480,Male,0,Yes,No,29,No,DSL,No,No,Yes,Two year,No,Credit card (automatic),80.77,2315.37,6,11.54,3,0,8.55,0
CUST-009481,Female,0,Yes,Yes,10,Yes,No,No internet service,No internet service,No internet service,One year,No,Electronic check,44.71,509.38,7,0.0,1,0,18.52,0
CUST-009482,Female,0,Yes,Yes,14,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Mailed check,110.03,1535.74,0,42.01,1,1,9.09,1
CUST-009483,Male,0,Yes,No,40,Yes,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),74.23,2975.13,1,9.29,0,1,8.84,0
CUST-009484,Male,0,No,No,26,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,44.91,1136.34,6,23.06,3,0,8.89,0
CUST-009485,Female,0,No,Yes,49,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),31.95,1579.79,2,30.2,3,0,11.73,0
CUST-009486,Female,0,No,Yes,44,Yes,DSL,Yes,Yes,No,Two year,Yes,Credit card (automatic),57.97,2549.24,5,1.36,1,2,6.64,0
CUST-009487,Female,0,Yes,No,48,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,56.8,2794.88,11,0.0,0,0,12.76,0
CUST-009488,Female,0,Yes,No,5,No,Fiber optic,Yes,No,No,Two year,Yes,Bank transfer (automatic),78.1,384.86,1,8.54,0,0,16.37,0
CUST-009489,Female,0,No,No,8,Yes,DSL,No,Yes,No,One year,No,Electronic check,30.45,276.86,3,2.26,0,1,5.92,0
CUST-009490,Female,0,No,No,6,Yes,Fiber optic,No,Yes,No,One year,Yes,Electronic check,47.0,233.84,2,39.88,0,0,5.92,0
CUST-009491,Male,1,No,No,3,Yes,Fiber optic,Yes,No,No,Two year,No,Mailed check,111.57,338.94,3,82.87,1,0,2.13,0
CUST-009492,Female,0,No,No,56,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),19.77,1125.12,2,6.13,1,0,3.65,0
CUST-009493,Female,0,Yes,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.92,18.0,5,0.0,0,0,3.72,0
CUST-009494,Female,0,No,No,29,Yes,Fiber optic,Yes,No,Yes,Two year,No,Credit card (automatic),29.53,868.11,6,24.51,1,0,2.6,0
CUST-009495,Female,0,Yes,Yes,61,Yes,Fiber optic,No,Yes,No,One year,Yes,Electronic check,72.42,4362.6,4,0.2,0,1,1.0,0
CUST-009496,Male,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),87.31,326.4,4,0.0,0,0,7.44,1
CUST-009497,Male,0,Yes,Yes,72,No,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Electronic check,120.0,8649.28,3,18.04,0,1,17.65,0
CUST-009498,Female,0,Yes,No,72,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Electronic check,95.07,6895.06,5,74.72,0,0,13.83,0
CUST-009499,Female,0,Yes,No,26,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),29.32,656.8,2,22.4,1,0,5.72,0
CUST-009500,Female,0,Yes,Yes,33,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,82.52,2760.45,4,0.0,0,2,10.26,0
CUST-009501,Male,0,No,No,6,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Electronic check,62.4,429.69,2,12.38,1,1,4.96,1
CUST-009502,Male,1,Yes,Yes,72,Yes,Fiber optic,No,Yes,Yes,One year,No,Credit card (automatic),51.54,3609.65,4,8.79,2,1,10.47,0
CUST-009503,Male,0,Yes,No,40,Yes,Fiber optic,No,Yes,Yes,One year,Yes,Credit card (automatic),65.7,2622.19,7,25.96,1,0,2.28,0
CUST-009504,Male,0,No,No,21,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),91.84,1866.33,7,0.0,0,0,9.47,0
CUST-009505,Male,0,No,No,20,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.06,1900.33,2,4.95,1,0,11.04,1
CUST-009506,Male,0,No,No,28,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.52,690.48,2,0.0,0,0,6.96,0
CUST-009507,Female,1,No,No,6,Yes,DSL,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),66.32,313.35,2,6.62,3,1,10.47,1
CUST-009508,Male,0,Yes,No,27,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),35.13,994.89,7,7.25,1,2,6.02,0
CUST-009509,Male,1,No,No,2,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card (automatic),69.87,120.33,4,31.04,1,0,5.29,1
CUST-009510,Female,0,Yes,No,27,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Credit card (automatic),51.81,1400.11,9,1.24,0,1,4.22,0
CUST-009511,Male,1,No,No,25,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.6,2186.55,6,17.07,0,1,8.76,1
CUST-009512,Female,0,Yes,Yes,13,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,56.78,775.54,4,10.71,1,0,9.08,1
CUST-009513,Male,0,No,No,2,No,Fiber optic,No,No,Yes,One year,Yes,Bank transfer (automatic),44.01,114.24,8,11.88,0,1,7.05,0
CUST-009514,Female,0,No,No,23,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),66.8,1575.45,6,0.0,0,2,6.45,1
CUST-009515,Female,0,No,No,17,Yes,Fiber optic,No,No,No,One year,Yes,Electronic check,64.41,1071.15,5,14.53,1,2,5.4,0
CUST-009516,Female,0,No,No,11,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Electronic check,60.25,617.22,4,7.26,1,1,13.73,1
CUST-009517,Female,0,Yes,No,16,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,51.62,868.31,2,0.0,1,1,6.53,0
CUST-009518,Female,0,No,Yes,1,Yes,Fiber optic,Yes,No,No,Two year,No,Mailed check,18.0,69.23,6,14.69,0,0,9.34,0
CUST-009519,Male,1,Yes,No,2,Yes,Fiber optic,No,No,Yes,Two year,Yes,Electronic check,120.0,148.15,5,26.63,0,1,1.0,0
CUST-009520,Male,0,Yes,No,4,Yes,Fiber optic,No,No,No,Two year,Yes,Electronic check,24.71,116.02,6,53.23,1,2,12.43,0
CUST-009521,Female,0,No,No,24,Yes,Fiber optic,No,No,Yes,Two year,No,Mailed check,72.23,1746.21,4,105.22,1,1,6.61,0
CUST-009522,Female,1,No,No,9,Yes,DSL,Yes,Yes,No,One year,Yes,Bank transfer (automatic),76.32,687.46,4,10.35,0,0,11.12,0
CUST-009523,Female,1,Yes,No,8,Yes,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),120.0,991.66,3,0.0,1,0,11.26,0
CUST-009524,Male,0,Yes,No,29,Yes,DSL,No,No,No,One year,No,Mailed check,120.0,3357.2,9,40.8,1,0,9.08,0
CUST-009525,Female,0,Yes,Yes,27,Yes,Fiber optic,Yes,No,Yes,Two year,No,Mailed check,77.23,2170.39,8,11.6,0,1,8.36,0
CUST-009526,Female,0,Yes,No,12,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Electronic check,34.26,528.89,5,2.83,1,1,13.28,0
CUST-009527,Female,0,Yes,No,72,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,35.19,2546.38,4,0.0,3,0,3.14,0
CUST-009528,Female,0,No,No,15,Yes,DSL,Yes,No,No,One year,No,Bank transfer (automatic),46.34,720.62,7,18.16,0,0,15.91,0
CUST-009529,Male,0,No,No,6,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.13,347.24,6,2.96,0,0,8.02,0
CUST-009530,Female,0,Yes,No,65,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,51.06,3355.8,4,2.46,1,0,13.1,0
CUST-009531,Female,0,No,No,36,Yes,Fiber optic,Yes,No,Yes,Two year,Yes,Electronic check,35.91,1291.4,2,57.53,2,2,8.64,0
CUST-009532,Male,1,Yes,No,41,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,67.67,2763.47,1,0.0,3,1,9.89,1
CUST-009533,Female,0,No,No,56,Yes,DSL,Yes,Yes,No,Two year,No,Credit card (automatic),39.73,2214.92,4,50.82,2,0,4.71,0
CUST-009534,Female,0,Yes,No,47,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Credit card (automatic),106.49,4959.06,4,7.34,0,1,5.22,0
CUST-009535,Male,0,No,No,56,No,DSL,No,Yes,No,Month-to-month,No,Mailed check,39.98,2304.04,7,18.66,2,0,8.33,0
CUST-009536,Male,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),44.47,392.76,4,0.0,0,0,19.14,0
CUST-009537,Male,0,Yes,No,28,Yes,DSL,No,Yes,No,Month-to-month,No,Electronic check,68.37,1873.9,4,60.28,1,1,4.51,1
CUST-009538,Female,0,No,No,33,Yes,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.81,873.13,4,0.0,0,0,8.26,0
CUST-009539,Female,1,Yes,No,10,Yes,DSL,No,Yes,Yes,One year,Yes,Credit card (automatic),53.86,578.82,8,13.24,2,0,13.43,0
CUST-009540,Male,0,Yes,No,72,No,Fiber optic,Yes,Yes,No,Month-to-month,No,Electronic check,19.9,1380.4,3,24.64,2,1,9.0,0
CUST-009541,Male,0,No,No,49,No,DSL,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.21,3070.35,2,3.38,1,3,4.51,0
CUST-009542,Male,0,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,40.15,2860.87,4,19.23,1,0,8.67,0
CUST-009543,Female,0,No,No,4,Yes,Fiber optic,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),50.16,259.72,6,10.95,0,0,6.02,0
CUST-009544,Female,0,No,No,1,Yes,DSL,Yes,No,No,Month-to-month,Yes,Mailed check,69.17,114.67,7,32.46,1,1,9.11,1
CUST-009545,Male,0,Yes,Yes,1,No,DSL,No,No,No,Month-to-month,Yes,Electronic check,52.97,87.88,4,18.41,1,1,6.5,1
CUST-009546,Female,0,No,No,60,Yes,DSL,No,Yes,Yes,Month-to-month,No,Credit card (automatic),87.01,5201.07,6,2.1,1,1,13.91,0
CUST-009547,Male,0,Yes,Yes,23,Yes,DSL,No,No,Yes,Two year,Yes,Electronic check,35.32,829.45,4,3.55,1,1,10.98,0
CUST-009548,Female,0,Yes,No,11,Yes,DSL,Yes,Yes,Yes,Month-to-month,No,Mailed check,50.82,616.44,4,5.98,2,0,11.38,0
CUST-009549,Female,0,No,Yes,49,Yes,Fiber optic,No,No,No,Month-to-month,No,Credit card (automatic),55.25,2779.77,3,8.47,0,0,5.78,0
CUST-009550,Female,0,Yes,No,30,Yes,Fiber optic,Yes,Yes,No,One year,No,Mailed check,89.23,2637.84,3,11.25,0,0,2.58,0
CUST-009551,Female,0,No,Yes,28,Yes,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),96.67,2602.79,8,0.0,3,0,1.0,1
CUST-009552,Male,0,No,No,47,Yes,DSL,Yes,No,No,One year,No,Electronic check,35.83,1626.85,1,8.9,2,1,4.03,0
CUST-009553,Female,0,Yes,Yes,19,Yes,DSL,No,No,Yes,Month-to-month,Yes,Credit card (automatic),52.89,978.99,4,12.29,2,0,9.92,0
CUST-009554,Female,1,No,No,5,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Mailed check,18.0,103.17,8,46.11,3,0,7.44,0
CUST-009555,Male,0,Yes,No,72,Yes,Fiber optic,No,No,Yes,Two year,Yes,Mailed check,64.97,4704.11,2,4.26,0,0,6.0,0
CUST-009556,Female,0,Yes,No,60,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.36,3978.32,1,13.26,0,1,7.68,0
CUST-009557,Male,0,Yes,No,8,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),107.5,878.56,2,7.93,1,0,6.0,0
CUST-009558,Male,0,Yes,No,11,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Mailed check,59.76,690.0,5,32.88,0,0,14.43,0
CUST-009559,Female,0,No,No,51,Yes,DSL,Yes,No,No,Two year,Yes,Credit card (automatic),61.36,3099.24,2,0.57,0,1,9.28,0
CUST-009560,Female,0,Yes,Yes,72,Yes,Fiber optic,Yes,No,No,One year,No,Electronic check,51.62,3695.78,11,3.55,0,0,5.9,0
CUST-009561,Male,0,Yes,No,44,No,DSL,Yes,Yes,No,One year,Yes,Electronic check,80.86,3585.43,3,6.94,2,1,4.08,1
CUST-009562,Male,0,Yes,Yes,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,72.71,93.03,5,0.0,2,0,14.28,1
CUST-009563,Male,0,No,No,15,No,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),77.9,1102.76,5,0.0,1,1,13.21,0
CUST-009564,Female,0,No,No,44,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,5318.37,7,10.67,0,0,3.26,1
CUST-009565,Male,0,Yes,No,18,Yes,DSL,Yes,Yes,Yes,Month-to-month,No,Electronic check,20.35,372.46,3,49.51,1,1,12.26,0
CUST-009566,Male,0,No,Yes,33,Yes,DSL,No,Yes,No,Two year,Yes,Credit card (automatic),18.0,541.94,4,12.47,2,2,15.99,0
CUST-009567,Male,1,No,No,1,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card (automatic),86.38,75.54,3,2.97,2,0,8.55,1
CUST-009568,Female,1,Yes,No,7,No,Fiber optic,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),63.6,433.92,6,24.23,0,0,6.17,0
CUST-009569,Male,0,Yes,Yes,42,Yes,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),47.8,1962.68,2,0.0,0,0,13.07,0
CUST-009570,Female,0,No,Yes,6,Yes,DSL,No,Yes,No,Month-to-month,Yes,Credit card (automatic),95.38,578.7,7,1.96,2,2,5.33,1
CUST-009571,Female,0,No,No,72,Yes,Fiber optic,No,Yes,Yes,One year,Yes,Electronic check,70.11,5062.0,3,7.51,1,0,1.0,0
CUST-009572,Male,1,No,No,13,Yes,Fiber optic,No,Yes,Yes,One year,No,Electronic check,52.8,748.1,3,24.37,0,1,4.32,0
CUST-009573,Female,0,Yes,No,6,No,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),91.8,469.03,8,0.0,1,0,6.64,0
CUST-009574,Male,1,No,No,6,Yes,Fiber optic,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87.55,531.61,6,8.07,0,0,11.3,0
CUST-009575,Female,0,No,No,5,Yes,Fiber optic,No,Yes,No,One year,Yes,Credit card (automatic),84.53,399.45,5,21.8,1,0,6.24,0
CUST-009576,Female,0,No,No,12,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.83,304.85,4,0.0,1,0,2.78,0
CUST-009577,Male,1,No,No,26,Yes,DSL,Yes,Yes,Yes,Month-to-month,No,Mailed check,40.34,1151.02,1,36.72,0,0,13.28,0
CUST-009578,Male,0,Yes,No,64,Yes,DSL,Yes,Yes,No,Two year,Yes,Credit card (automatic),73.83,4776.86,4,0.04,2,1,7.68,0
CUST-009579,Male,0,Yes,Yes,72,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.17,5758.14,6,7.99,2,2,6.81,1
CUST-009580,Female,0,Yes,No,27,Yes,Fiber optic,Yes,No,Yes,Two year,No,Electronic check,107.13,2906.13,3,5.76,2,0,5.16,0
CUST-009581,Female,0,No,No,30,Yes,DSL,No,Yes,No,Month-to-month,No,Bank transfer (automatic),47.74,1438.41,2,30.51,1,0,10.4,0
CUST-009582,Male,0,Yes,No,22,Yes,DSL,Yes,Yes,No,Month-to-month,No,Mailed check,64.91,1370.44,4,0.6,0,0,3.79,0
CUST-009583,Male,0,No,No,12,No,DSL,Yes,No,Yes,Month-to-month,No,Electronic check,100.13,1287.16,5,40.57,2,0,5.62,1
CUST-009584,Female,0,No,Yes,22,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Mailed check,60.83,1290.32,7,11.8,0,0,2.98,0
CUST-009585,Female,0,Yes,Yes,5,Yes,Fiber optic,Yes,Yes,Yes,Two year,Yes,Mailed check,69.97,371.1,2,25.54,1,1,6.22,1
CUST-009586,Female,0,No,No,11,No,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,63.68,681.15,5,0.0,0,0,6.91,0
CUST-009587,Male,1,No,No,6,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,82.09,475.27,5,24.84,0,0,10.99,0
CUST-009588,Female,0,No,No,54,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),80.15,4256.59,1,3.33,0,1,1.0,0
CUST-009589,Male,0,Yes,No,5,Yes,Fiber optic,Yes,No,Yes,One year,No,Bank transfer (automatic),18.0,104.26,4,22.24,1,0,4.92,0
CUST-009590,Female,0,Yes,No,41,Yes,Fiber optic,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),84.39,3368.46,3,22.88,1,0,4.87,0
CUST-009591,Female,0,Yes,Yes,2,Yes,Fiber optic,Yes,Yes,No,Two year,No,Bank transfer (automatic),115.31,107.44,3,61.91,2,0,13.23,1
CUST-009592,Male,1,Yes,No,32,Yes,DSL,Yes,No,No,Month-to-month,Yes,Credit card (automatic),23.39,720.01,6,24.56,2,0,6.82,0
CUST-009593,Male,0,Yes,No,43,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),75.2,3255.29,4,0.0,0,0,12.29,0
CUST-009594,Male,0,Yes,No,3,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,82.33,188.98,6,0.0,0,0,9.72,0
CUST-009595,Female,0,Yes,No,44,No,DSL,Yes,Yes,No,Two year,No,Mailed check,25.39,1018.55,7,18.23,1,0,7.66,0
CUST-009596,Female,0,Yes,No,26,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,42.13,1186.96,1,0.0,1,0,1.0,0
CUST-009597,Female,1,Yes,Yes,34,Yes,DSL,No,No,Yes,Two year,No,Bank transfer (automatic),44.55,1616.6,5,7.0,0,1,3.93,0
CUST-009598,Male,1,Yes,Yes,38,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,Credit card (automatic),71.52,2751.22,2,3.53,0,1,11.9,0
CUST-009599,Female,0,No,No,5,Yes,Fiber optic,Yes,No,Yes,One year,No,Credit card (automatic),24.07,101.0,4,5.32,0,1,9.05,0
CUST-009600,Male,1,Yes,Yes,47,Yes,DSL,Yes,Yes,Yes,Two year,No,Mailed check,44.42,2113.51,7,18.51,2,0,7.25,0
CUST-009601,Male,0,No,Yes,45,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.91,3448.52,1,26.83,0,1,3.06,0
CUST-009602,Male,0,No,Yes,31,No,Fiber optic,No,Yes,No,Month-to-month,No,Bank transfer (automatic),90.84,2843.98,3,14.46,2,0,1.0,0
CUST-009603,Female,0,Yes,No,21,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.93,1421.72,4,9.63,2,1,13.2,0
CUST-009604,Female,0,Yes,Yes,56,Yes,DSL,No,No,Yes,Month-to-month,No,Credit card (automatic),33.46,1902.34,2,35.14,0,1,4.85,0
CUST-009605,Male,0,No,No,63,Yes,DSL,Yes,Yes,No,Month-to-month,No,Electronic check,56.8,3560.84,6,17.23,0,0,5.7,0
CUST-009606,Female,1,Yes,No,12,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),71.08,855.83,1,0.0,2,0,3.69,0
CUST-009607,Male,0,Yes,No,22,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.67,2473.55,4,9.49,1,0,3.68,1
CUST-009608,Male,0,No,No,17,Yes,DSL,Yes,No,No,Two year,No,Electronic check,77.75,1342.72,1,20.18,0,1,8.29,1
